Label,Text
Resfriado Comum (associada a infecção bacteriana),"Caracteriza-se por náusea, perda de apetite, fezes alteradas, dor abdominal."
Resfriado Comum (associada a infecção viral),"Manifesta-se com perda de apetite, dor abdominal, azia, fezes alteradas, diarreia, vômito."
Resfriado Comum (pós-operatória),"Sinais e sintomas: arrotos, dor abdominal, fezes alteradas."
Resfriado Comum (idiopática),"Inclui dor abdominal, azia, perda de apetite, diarreia, náusea."
Resfriado Comum (grave),"Acometido por diarreia, náusea, azia, perda de apetite."
Resfriado Comum (leve),"Sinais e sintomas: arrotos, dor abdominal, vômito, diarreia, azia."
Resfriado Comum (moderada),"Inclui azia, perda de apetite, dor abdominal, arrotos."
Resfriado Comum (focal),"Caracteriza-se por arrotos, azia, diarreia, dor abdominal, fezes alteradas, vômito."
Resfriado Comum (sistêmica),"Inclui arrotos, perda de apetite, vômito, azia, dor abdominal, fezes alteradas."
Resfriado Comum (exacerbada),"Acometido por fezes alteradas, vômito, dor abdominal, perda de apetite."
Resfriado Comum (controlada),"Inclui vômito, arrotos, fezes alteradas."
Resfriado Comum (mal controlada),"Sinais e sintomas: arrotos, dor abdominal, vômito, náusea."
Resfriado Comum (associada a imunossupressão),"Acometido por perda de apetite, diarreia, fezes alteradas, náusea, dor abdominal, vômito."
Resfriado Comum (associada a gestação),"Acometido por arrotos, náusea, dor abdominal."
Resfriado Comum (sem complicações),"Caracteriza-se por perda de apetite, dor abdominal, fezes alteradas, vômito, diarreia, náusea."
Resfriado Comum (com complicações),"Sinais e sintomas: arrotos, náusea, perda de apetite, azia, diarreia, dor abdominal."
Tuberculose (aguda),"Manifesta-se com chiado no peito, tosse, falta de ar, respiração rápida."
Tuberculose (crônica),"Manifesta-se com expectoração, falta de ar, tosse, respiração rápida, febre, chiado no peito."
Tuberculose (recorrente),"Manifesta-se com chiado no peito, respiração rápida, tosse, sibilos, dor torácica."
Tuberculose (complicada),"Sinais e sintomas: chiado no peito, tosse, sibilos, falta de ar, expectoração, febre."
Tuberculose (associada a infecção bacteriana),"Sinais e sintomas: tosse, falta de ar, dor torácica, expectoração, respiração rápida, sibilos."
Tuberculose (associada a infecção viral),"Acometido por sibilos, chiado no peito, respiração rápida, falta de ar."
Tuberculose (pós-operatória),"Acometido por falta de ar, tosse, chiado no peito, dor torácica, respiração rápida, expectoração."
Tuberculose (idiopática),"Manifesta-se com expectoração, falta de ar, chiado no peito."
Tuberculose (grave),"Inclui respiração rápida, tosse, chiado no peito, falta de ar."
Tuberculose (leve),"Manifesta-se com sibilos, respiração rápida, falta de ar, dor torácica, expectoração."
Tuberculose (moderada),"Manifesta-se com febre, falta de ar, respiração rápida, chiado no peito."
Tuberculose (focal),"Sinais e sintomas: sibilos, falta de ar, respiração rápida, dor torácica."
Tuberculose (sistêmica),"Sinais e sintomas: sibilos, falta de ar, dor torácica, respiração rápida, tosse."
Tuberculose (exacerbada),"Manifesta-se com tosse, expectoração, dor torácica, chiado no peito."
Tuberculose (controlada),"Caracteriza-se por sibilos, expectoração, dor torácica."
Tuberculose (mal controlada),"Manifesta-se com febre, expectoração, chiado no peito, dor torácica."
Tuberculose (associada a imunossupressão),"Inclui respiração rápida, febre, dor torácica, sibilos, expectoração, falta de ar."
Tuberculose (associada a gestação),"Acometido por chiado no peito, sibilos, respiração rápida."
Tuberculose (sem complicações),"Manifesta-se com sibilos, respiração rápida, falta de ar."
Tuberculose (com complicações),"Sinais e sintomas: chiado no peito, falta de ar, respiração rápida."
Bronquiolite (aguda),"Sinais e sintomas: respiração rápida, falta de ar, dor torácica, expectoração."
Bronquiolite (crônica),"Acometido por expectoração, tosse, dor torácica, sibilos."
Bronquiolite (recorrente),"Caracteriza-se por chiado no peito, sibilos, expectoração."
Bronquiolite (complicada),"Acometido por expectoração, dor torácica, chiado no peito, febre, sibilos."
Bronquiolite (associada a infecção bacteriana),"Manifesta-se com respiração rápida, expectoração, sibilos."
Bronquiolite (associada a infecção viral),"Inclui febre, tosse, expectoração."
Bronquiolite (pós-operatória),"Sinais e sintomas: chiado no peito, expectoração, respiração rápida, sibilos, febre."
Bronquiolite (idiopática),"Caracteriza-se por sibilos, dor torácica, chiado no peito, respiração rápida, expectoração."
Bronquiolite (grave),"Manifesta-se com tosse, expectoração, febre, chiado no peito, dor torácica, falta de ar."
Bronquiolite (leve),"Inclui dor torácica, chiado no peito, falta de ar."
Bronquiolite (moderada),"Caracteriza-se por falta de ar, respiração rápida, sibilos."
Bronquiolite (focal),"Sinais e sintomas: febre, expectoração, dor torácica."
Bronquiolite (sistêmica),"Sinais e sintomas: sibilos, febre, tosse, falta de ar, respiração rápida, chiado no peito."
Bronquiolite (exacerbada),"Caracteriza-se por chiado no peito, expectoração, respiração rápida, falta de ar, tosse."
Bronquiolite (controlada),"Caracteriza-se por falta de ar, respiração rápida, expectoração."
Bronquiolite (mal controlada),"Caracteriza-se por sibilos, febre, chiado no peito, respiração rápida, dor torácica, expectoração."
Bronquiolite (associada a imunossupressão),"Caracteriza-se por falta de ar, dor torácica, respiração rápida, chiado no peito."
Bronquiolite (associada a gestação),"Caracteriza-se por tosse, sibilos, falta de ar, respiração rápida, dor torácica, febre."
Bronquiolite (sem complicações),"Caracteriza-se por sibilos, expectoração, dor torácica, respiração rápida, febre, chiado no peito."
Bronquiolite (com complicações),"Acometido por dor torácica, falta de ar, tosse."
Infecção Urinária (aguda),"Sinais e sintomas: alteração no jato urinário, hematúria, poliúria, urina turva, dor lombar."
Infecção Urinária (crônica),"Sinais e sintomas: poliúria, urina turva, dor lombar, oligúria, alteração no jato urinário."
Infecção Urinária (recorrente),"Acometido por dor lombar, alteração no jato urinário, urina turva, oligúria, poliúria, hematúria."
Infecção Urinária (complicada),"Caracteriza-se por dor lombar, alteração no jato urinário, poliúria, urina turva, hematúria, oligúria."
Infecção Urinária (associada a infecção bacteriana),"Acometido por alteração no jato urinário, oligúria, dor lombar, urina turva."
Infecção Urinária (associada a infecção viral),"Acometido por poliúria, oligúria, alteração no jato urinário, hematúria, urina turva."
Infecção Urinária (pós-operatória),"Acometido por poliúria, dor lombar, alteração no jato urinário, hematúria, oligúria."
Infecção Urinária (idiopática),"Manifesta-se com alteração no jato urinário, oligúria, urina turva, dor lombar."
Infecção Urinária (grave),"Manifesta-se com poliúria, urina turva, hematúria, alteração no jato urinário."
Infecção Urinária (leve),"Acometido por hematúria, poliúria, urina turva."
Infecção Urinária (moderada),"Acometido por urina turva, poliúria, dor lombar, oligúria, hematúria, alteração no jato urinário."
Infecção Urinária (focal),"Acometido por alteração no jato urinário, hematúria, oligúria, poliúria, urina turva, dor lombar."
Infecção Urinária (sistêmica),"Inclui poliúria, hematúria, urina turva, oligúria."
Infecção Urinária (exacerbada),"Inclui oligúria, hematúria, dor lombar."
Infecção Urinária (controlada),"Caracteriza-se por hematúria, dor lombar, oligúria, poliúria, urina turva, alteração no jato urinário."
Infecção Urinária (mal controlada),"Inclui oligúria, urina turva, poliúria."
Infecção Urinária (associada a imunossupressão),"Caracteriza-se por dor lombar, hematúria, urina turva, poliúria."
Infecção Urinária (associada a gestação),"Caracteriza-se por oligúria, dor lombar, poliúria."
Infecção Urinária (sem complicações),"Sinais e sintomas: alteração no jato urinário, poliúria, oligúria."
Infecção Urinária (com complicações),"Manifesta-se com dor lombar, urina turva, oligúria."
Pielonefrite (aguda),"Acometido por dor lombar, alteração no jato urinário, hematúria, oligúria, urina turva, poliúria."
Pielonefrite (crônica),"Inclui alteração no jato urinário, hematúria, oligúria, urina turva, dor lombar."
Pielonefrite (recorrente),"Acometido por poliúria, alteração no jato urinário, hematúria."
Pielonefrite (complicada),"Inclui hematúria, poliúria, oligúria, dor lombar."
Pielonefrite (associada a infecção bacteriana),"Manifesta-se com dor lombar, poliúria, hematúria, alteração no jato urinário."
Pielonefrite (associada a infecção viral),"Sinais e sintomas: alteração no jato urinário, urina turva, dor lombar, hematúria."
Pielonefrite (pós-operatória),"Manifesta-se com oligúria, dor lombar, urina turva, poliúria, hematúria."
Pielonefrite (idiopática),"Inclui alteração no jato urinário, hematúria, poliúria."
Pielonefrite (grave),"Acometido por oligúria, poliúria, dor lombar, urina turva, hematúria, alteração no jato urinário."
Pielonefrite (leve),"Inclui poliúria, hematúria, urina turva, oligúria, dor lombar, alteração no jato urinário."
Pielonefrite (moderada),"Inclui dor lombar, urina turva, alteração no jato urinário."
Pielonefrite (focal),"Sinais e sintomas: poliúria, urina turva, hematúria, alteração no jato urinário, oligúria, dor lombar."
Pielonefrite (sistêmica),"Sinais e sintomas: urina turva, dor lombar, oligúria, poliúria."
Pielonefrite (exacerbada),"Inclui poliúria, urina turva, hematúria, oligúria."
Pielonefrite (controlada),"Inclui oligúria, alteração no jato urinário, dor lombar, hematúria, urina turva, poliúria."
Pielonefrite (mal controlada),"Inclui urina turva, alteração no jato urinário, dor lombar."
Pielonefrite (associada a imunossupressão),"Sinais e sintomas: alteração no jato urinário, hematúria, urina turva."
Pielonefrite (associada a gestação),"Inclui alteração no jato urinário, urina turva, oligúria, poliúria, hematúria."
Pielonefrite (sem complicações),"Manifesta-se com hematúria, urina turva, dor lombar, alteração no jato urinário, oligúria."
Pielonefrite (com complicações),"Acometido por dor lombar, hematúria, alteração no jato urinário, poliúria, oligúria."
Cistite (aguda),"Inclui alteração no jato urinário, poliúria, dor lombar."
Cistite (crônica),"Caracteriza-se por dor lombar, hematúria, urina turva, alteração no jato urinário."
Cistite (recorrente),"Acometido por poliúria, hematúria, alteração no jato urinário."
Cistite (complicada),"Sinais e sintomas: oligúria, urina turva, poliúria, dor lombar, alteração no jato urinário, hematúria."
Cistite (associada a infecção bacteriana),"Inclui alteração no jato urinário, poliúria, dor lombar, oligúria."
Cistite (associada a infecção viral),"Inclui urina turva, oligúria, dor lombar, poliúria, alteração no jato urinário."
Cistite (pós-operatória),"Sinais e sintomas: urina turva, poliúria, oligúria, hematúria."
Cistite (idiopática),"Inclui urina turva, poliúria, hematúria, dor lombar, oligúria, alteração no jato urinário."
Cistite (grave),"Inclui alteração no jato urinário, poliúria, urina turva."
Cistite (leve),"Inclui oligúria, hematúria, urina turva."
Cistite (moderada),"Acometido por hematúria, oligúria, dor lombar, poliúria."
Cistite (focal),"Acometido por alteração no jato urinário, poliúria, hematúria."
Cistite (sistêmica),"Manifesta-se com poliúria, dor lombar, alteração no jato urinário."
Cistite (exacerbada),"Acometido por hematúria, alteração no jato urinário, poliúria."
Cistite (controlada),"Caracteriza-se por hematúria, urina turva, poliúria, alteração no jato urinário, oligúria."
Cistite (mal controlada),"Inclui alteração no jato urinário, poliúria, dor lombar, hematúria."
Cistite (associada a imunossupressão),"Manifesta-se com hematúria, urina turva, oligúria, dor lombar, alteração no jato urinário, poliúria."
Cistite (associada a gestação),"Caracteriza-se por urina turva, dor lombar, poliúria, hematúria, alteração no jato urinário, oligúria."
Cistite (sem complicações),"Sinais e sintomas: dor lombar, alteração no jato urinário, urina turva, poliúria."
Cistite (com complicações),"Sinais e sintomas: urina turva, alteração no jato urinário, dor lombar, poliúria, oligúria."
Hepatite (aguda),"Inclui chiado no peito, dor torácica, tosse, respiração rápida."
Hepatite (crônica),"Manifesta-se com dor torácica, chiado no peito, sibilos."
Hepatite (recorrente),"Inclui febre, sibilos, tosse."
Hepatite (complicada),"Acometido por respiração rápida, sibilos, chiado no peito, tosse."
Hepatite (associada a infecção bacteriana),"Sinais e sintomas: respiração rápida, tosse, chiado no peito."
Hepatite (associada a infecção viral),"Caracteriza-se por respiração rápida, tosse, dor torácica, expectoração, chiado no peito, febre."
Hepatite (pós-operatória),"Acometido por febre, dor torácica, chiado no peito, tosse, expectoração."
Hepatite (idiopática),"Manifesta-se com respiração rápida, tosse, sibilos, falta de ar, dor torácica, expectoração."
Hepatite (grave),"Manifesta-se com tosse, dor torácica, expectoração, falta de ar."
